tf,target,importance
ATF4,KIF21B,1.187787405390409
ATF4,KIF2A,0.0808840396660089
ATF4,KIF5B,0.4447319308493358
ATF4,KLF1,0.5495144813059885
ATF4,KLHDC4,0.8733403475278555
ATF4,KLHL24,0.2376857578054974
ATF4,KNTC1,0.816028982151527
ATF4,KRR1,0.0353890994743517
ATF4,KRT72,0.6098759001304672
ATF4,KTI12,0.0617241272537701
ATF4,LARP4,0.2879500830715306
ATF4,LARP6,0.7733828676837602
ATF4,LARS,0.454063146551561
ATF4,LDB1,0.1360528941286468
ATF4,LDLRAD4,0.1232756398166632
ATF4,LEO1,0.4488234938354304
ATF4,LGALS3,0.6535944933032243
ATF4,LINC00493,0.0261498232109334
ATF4,LINC01136,0.6081890270403564
ATF4,LINC01215,0.0576365043758146
ATF4,LINC01389,0.5140920889342318
ATF4,LINC01578,0.2590463855947285
ATF4,LIPH,0.4014565190003881
ATF4,LMCD1,0.0957664066234679
ATF4,LPGAT1,0.1654157309111078
ATF4,LRRC37B,0.2341058790447894
ATF4,LRRC61,0.0827081500324514
ATF4,LRRFIP1,0.0896809021778345
ATF4,LSM5,0.0313883005501283
ATF4,LYPLAL1,0.3919780361262021
ATF4,LYSMD3,0.4678342751777921
ATF4,LZIC,0.2982109875437503
ATF4,M6PR,0.0164137285671676
ATF4,MAD2L1BP,0.1919765817769517
ATF4,MAPK8,0.1635676813861216
ATF4,MAPRE1,0.1282468295862419
ATF4,MB21D1,0.8822426625735619
ATF4,MBD1,0.10298161002232
ATF4,MED10,0.0655166595519459
ATF4,MED19,0.0521967260683573
ATF4,MED20,0.1570497014270742
ATF4,MED25,0.1144542683369873
ATF4,MED8,0.0386425982698519
ATF4,MEF2D,0.2229308849385394
ATF4,MGAT4A,0.1342552997050269
ATF4,MID1IP1,0.1857077414638111
ATF4,MINK1,0.4261345905247074
ATF4,MINPP1,0.0345966711484143
ATF4,MLLT10,0.0922153693089155
ATF4,MLX,0.0159352918406412
ATF4,MOCS3,0.2148946901650186
ATF4,MORF4L2,0.2159772929711815
ATF4,MPZL3,0.2064679679526349
ATF4,MRPL27,0.0263437132115991
ATF4,MRPL33,0.0244754625909222
ATF4,MRPL47,0.0958933851134632
ATF4,MRPL51,0.033175576739999
ATF4,MRPL54,0.0398419056638506
ATF4,MRPS18A,0.0194357099798951
ATF4,MRPS22,0.0596622451969614
ATF4,MSC-AS1,0.4540531655922275
ATF4,MTHFD2,0.9043740908245834
ATF4,MUC15,0.928017227572952
ATF4,MUL1,0.1410629812756343
ATF4,MYCBP2,0.0841487330448042
ATF4,MYOM2,0.1613140101636647
ATF4,MZF1-AS1,0.6725843652923745
ATF4,NAA20,0.0195897436757969
ATF4,NAB1,0.0779082049720035
ATF4,NACAP1,0.1333420276969516
ATF4,NAMPT,1.3439221380142197
ATF4,NCALD,8.651757441019845e-05
ATF4,NCOA3,0.1413784320799208
ATF4,NCOA7,0.1736407984883674
ATF4,NCOR1,0.43591170615523
ATF4,NDUFB5,0.0917160281476977
ATF4,NDUFS3,0.2929539115752922
ATF4,NECAP1,0.5954706455100948
ATF4,NEDD4,0.5774238447917875
ATF4,NEFM,0.4418269872390696
ATF4,NEK7,0.2769340739434542
ATF4,NF1,0.5733808610717329
ATF4,NFAT5,0.2375367128349315
ATF4,NFE2L1,0.4539506764505407
ATF4,NFE2L2,0.0264528443529009
ATF4,NFKB2,0.0072619720229705
ATF4,NFYB,0.4170307492077474
ATF4,NGDN,0.0274687247779629
ATF4,NIF3L1,0.5674163437726174
ATF4,NIP7,0.0652439441134832
ATF4,NLRX1,0.5570009926115116
ATF4,NME2,0.0598865303845751
ATF4,NME7,0.5102834253453812
ATF4,NOP10,0.0236984356801427
ATF4,NOP58,0.3248111296036537
ATF4,NPRL2,0.2289140705116484
ATF4,NR3C1,0.1213594557013277
ATF4,NTPCR,0.0917991779897743
ATF4,NUCKS1,0.0439141585081329
ATF4,NUDT14,0.3914610595899808
ATF4,NUP214,0.1421065094507861
ATF4,NUP54,0.0854773098428956
ATF4,NUP62,0.1170903246719698
ATF4,ODC1,0.034871977260075
ATF4,ORMDL3,0.0886365146006801
ATF4,OSBPL11,0.1417314380719556
ATF4,P4HB,0.0326181496858662
ATF4,PAAF1,0.0804194594371686
ATF4,PABPN1,0.0832559806043108
ATF4,PALM2,0.794253559043689
ATF4,PAN3,0.2117701983822327
