source_TF,target_gene,log2FC,adj_p_value,p_value,zscore,culture_condition,n_guides_averaged
ADNP2,RFX2,0.8399708071207818,0.0065388387795444,1.696879862253152e-05,4.301444881353403,Rest,1
ADNP2,ERMP1,-0.6344347708113414,1.803651129768804e-07,1.614005485251726e-10,-6.394190082216117,Rest,1
ADNP2,CSF2RB,-3.248613445925635,0.0079333925629477,2.129769815556452e-05,-4.25083294440256,Rest,1
ADNP2,ATP1A3,1.3059335075129856,0.0304483054682951,0.0001008131814162,3.8886263556712817,Rest,1
ADNP2,TMEM205,0.6842526373894999,0.0005382286028746,9.15109033970355e-07,4.90906659089793,Rest,1
ADNP2,AIP,-0.1407998864610973,0.0333294375490031,0.000116317500171,-3.8537602490338663,Rest,1
ADNP2,GCA,0.8174454236637928,0.0022156275988195,5.154927746694292e-06,4.558381740645629,Rest,1
ADNP2,ZFP30,-0.7578872771858426,0.0215937143713148,6.763132017861485e-05,-3.9844685247391793,Rest,1
ADNP2,EPHX2,0.8180483101904967,0.0442037423871282,0.0001700904628766,3.759739372075404,Rest,1
ADNP2,EML2,-0.2987612256836919,0.0413407052335236,0.0001553744626226,-3.7823183655373063,Rest,1
ADNP2,REEP5,-0.2090688348370846,0.0443169544041086,0.000174491811524,-3.753343034119026,Rest,1
ADNP2,PRKAA1,-0.4186811876757037,5.683445895023805e-12,1.5257572872547126e-15,-7.974842124185244,Rest,1
ADNP2,ETV6,0.4458698590441718,2.9669164805747764e-05,3.185950583167545e-08,5.530898271765677,Rest,1
ADNP2,MORN3,-0.8934966286436198,0.0492753763372763,0.0002136195647521,-3.7023406096708618,Rest,1
ADNP2,TUFT1,1.4686525911115689,7.123030239075738e-09,5.099261021262273e-12,6.9027854691555,Rest,1
